id,status,representative_case_id,similarity,cluster_id,domain,role,type,difficulty,time_semantics,coverage_signature,reason,product_loop_status,product_feature_key,management_entry_status,backend_api_status,data_facts_status,missing_components,question,expected_target,notes
"BQ0346","REVIEW","BQ0346","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","analysis","medium","campaign_period","1f52ec568de93405","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","春节期间指定服务和非指定的占比","人效分析",""
"BQ0347","ROTATE","BQ0323","0.8333","C0134","员工域","店长","analysis","medium","none","ab3c0eab35c641a8","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","沈晴和团队平均水平的差距","人效分析",""
"BQ0348","ROTATE","BQ0316","1.0000","C0127","员工域","店长","analysis","medium","year_over_year","08afc2697f4f1fd7","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","分析下去年同期各美容师的人效","人效分析",""
"BQ0349","KEEP","BQ0349","1.0000","C0129","员工域","店长","analysis","medium","natural_week","b5c93fc15f67198e","coverage_representative","current_release_test","staff_service_performance","present","present","present","","本周美容师的连带销售能力对比","人效分析",""
"BQ0350","KEEP","BQ0350","1.0000","C0130","员工域","店长","analysis","medium","natural_week","b5c93fc15f67198e","coverage_representative","current_release_test","staff_service_performance","present","present","present","","本周团队整体产能利用率","人效分析",""
"BQ0351","KEEP","BQ0351","1.0000","C0140","员工域","店长","risk","medium","natural_week","e413c5d01beeadf5","legacy_gate_required","current_release_test","staff_service_performance","present","present","present","","有没有主力美容师本周业绩下滑","员工风险巡检",""
"BQ0352","KEEP","BQ0352","1.0000","C0141","员工域","店长","risk","medium","natural_week","8cded799b72b50f4","coverage_representative","current_release_test","staff_service_performance","present","present","present","","哪些美容师本周排班过载","员工风险巡检",""
"BQ0353","KEEP","BQ0353","1.0000","C0142","员工域","店长","risk","medium","none","21cc4be02896183f","coverage_representative","current_release_test","staff_service_performance","present","present","present","","有美容师长期闲置产能浪费吗","员工风险巡检",""
"BQ0354","KEEP","BQ0354","1.0000","C0143","员工域","店长","risk","medium","previous_month","2d50da4e9f5eea5a","coverage_representative","current_release_test","staff_service_performance","present","present","present","","上个月请假会不会导致产能缺口","员工风险巡检",""
"BQ0355","NEXT_ITERATION","BQ0355","1.0000","product-loop:staff_customer_churn_attribution","员工域","店长","risk","medium","previous_month","2d50da4e9f5eea5a","按美容师归属的客户留存基线、流失事件和归因尚未形成业务闭环。","next_iteration_feature","staff_customer_churn_attribution","missing","missing","missing","management_entry|backend_api|data_facts","哪个美容师上个月客户流失偏多","员工风险巡检",""
"BQ0356","KEEP","BQ0356","1.0000","C0144","员工域","店长","risk","medium","none","21cc4be02896183f","coverage_representative","current_release_test","staff_service_performance","present","present","present","","技能覆盖有短板吗，某些项目缺人做","员工风险巡检",""
"BQ0357","KEEP","BQ0357","1.0000","C0145","员工域","店长","risk","medium","none","21cc4be02896183f","coverage_representative","current_release_test","staff_service_performance","present","present","present","","宋乔的业绩是不是异常了","员工风险巡检",""
"BQ0358","KEEP","BQ0358","1.0000","C0146","员工域","店长","risk","medium","today","68c821aa889c97a2","coverage_representative","current_release_test","staff_service_performance","present","present","present","","今天谁的爽约率偏高","员工风险巡检",""
"BQ0359","ROTATE","BQ0351","1.0000","C0140","员工域","店长","risk","medium","previous_month","060cc9dd16755aaf","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","有没有主力美容师上个月业绩下滑","员工风险巡检",""
"BQ0360","ROTATE","BQ0352","1.0000","C0141","员工域","店长","risk","medium","previous_month","2d50da4e9f5eea5a","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","哪些美容师上个月排班过载","员工风险巡检",""
"BQ0361","ROTATE","BQ0354","1.0000","C0143","员工域","店长","risk","medium","rolling_3m","c4e3951bbebc5496","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","最近三个月请假会不会导致产能缺口","员工风险巡检",""
"BQ0362","NEXT_ITERATION","BQ0362","1.0000","product-loop:staff_customer_churn_attribution","员工域","店长","risk","medium","rolling_3m","c4e3951bbebc5496","按美容师归属的客户留存基线、流失事件和归因尚未形成业务闭环。","next_iteration_feature","staff_customer_churn_attribution","missing","missing","missing","management_entry|backend_api|data_facts","哪个美容师最近三个月客户流失偏多","员工风险巡检",""
"BQ0363","ROTATE","BQ0357","1.0000","C0145","员工域","店长","risk","medium","none","21cc4be02896183f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","沈晴的业绩是不是异常了","员工风险巡检",""
"BQ0364","ROTATE","BQ0358","1.0000","C0146","员工域","店长","risk","medium","previous_week","e302b1a00b27071d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","上周谁的爽约率偏高","员工风险巡检",""
"BQ0365","ROTATE","BQ0351","1.0000","C0140","员工域","店长","risk","medium","rolling_3m","b9ed7e532ec8fc79","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","有没有主力美容师最近三个月业绩下滑","员工风险巡检",""
"BQ0366","ROTATE","BQ0352","1.0000","C0141","员工域","店长","risk","medium","rolling_3m","c4e3951bbebc5496","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","哪些美容师最近三个月排班过载","员工风险巡检",""
"BQ0367","ROTATE","BQ0354","1.0000","C0143","员工域","店长","risk","medium","quarter","0e6bc906bfd3f87d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","这个季度请假会不会导致产能缺口","员工风险巡检",""
"BQ0368","NEXT_ITERATION","BQ0368","1.0000","product-loop:staff_customer_churn_attribution","员工域","店长","risk","medium","quarter","0e6bc906bfd3f87d","按美容师归属的客户留存基线、流失事件和归因尚未形成业务闭环。","next_iteration_feature","staff_customer_churn_attribution","missing","missing","missing","management_entry|backend_api|data_facts","哪个美容师这个季度客户流失偏多","员工风险巡检",""
"BQ0369","ROTATE","BQ0357","1.0000","C0145","员工域","店长","risk","medium","none","21cc4be02896183f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","顾然的业绩是不是异常了","员工风险巡检",""
"BQ0370","ROTATE","BQ0358","1.0000","C0146","员工域","店长","risk","medium","rolling_7d","97be46d57ea407ce","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","最近7天谁的爽约率偏高","员工风险巡检",""
"BQ0371","ROTATE","BQ0351","1.0000","C0140","员工域","店长","risk","medium","quarter","9d74e0ed3711b94e","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","有没有主力美容师这个季度业绩下滑","员工风险巡检",""
"BQ0372","ROTATE","BQ0352","1.0000","C0141","员工域","店长","risk","medium","quarter","0e6bc906bfd3f87d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","哪些美容师这个季度排班过载","员工风险巡检",""
"BQ0373","REVIEW","BQ0373","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","risk","medium","campaign_period","8fb288315da7be7a","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","双十一期间请假会不会导致产能缺口","员工风险巡检",""
"BQ0374","NEXT_ITERATION","BQ0374","1.0000","product-loop:staff_customer_churn_attribution","员工域","店长","risk","medium","campaign_period","8fb288315da7be7a","按美容师归属的客户留存基线、流失事件和归因尚未形成业务闭环。","next_iteration_feature","staff_customer_churn_attribution","missing","missing","missing","management_entry|backend_api|data_facts","哪个美容师双十一期间客户流失偏多","员工风险巡检",""
"BQ0375","ROTATE","BQ0357","1.0000","C0145","员工域","店长","risk","medium","none","21cc4be02896183f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","唐伊的业绩是不是异常了","员工风险巡检",""
"BQ0376","ROTATE","BQ0358","1.0000","C0146","员工域","店长","risk","medium","natural_year","b08b1a600e35ab20","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","今年谁的爽约率偏高","员工风险巡检",""
"BQ0377","REVIEW","BQ0377","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","risk","medium","campaign_period","81a1faa3f89a38af","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","有没有主力美容师双十一期间业绩下滑","员工风险巡检",""
"BQ0378","REVIEW","BQ0378","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","risk","medium","campaign_period","8fb288315da7be7a","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","哪些美容师双十一期间排班过载","员工风险巡检",""
"BQ0379","ROTATE","BQ0354","1.0000","C0143","员工域","店长","risk","medium","rolling_14d","a2073db3e3c566f4","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","最近14天请假会不会导致产能缺口","员工风险巡检",""
"BQ0380","NEXT_ITERATION","BQ0380","1.0000","product-loop:staff_customer_churn_attribution","员工域","店长","risk","medium","rolling_14d","a2073db3e3c566f4","按美容师归属的客户留存基线、流失事件和归因尚未形成业务闭环。","next_iteration_feature","staff_customer_churn_attribution","missing","missing","missing","management_entry|backend_api|data_facts","哪个美容师最近14天客户流失偏多","员工风险巡检",""
"BQ0381","KEEP","BQ0381","1.0000","C0147","员工域","美容师","query_single","easy","today","053d2abd19f51f9b","legacy_gate_required","current_release_test","staff_terminal_self_service","present","present","present","","我今天有几个服务任务","terminal/beautician/*","美容师自视角"
"BQ0382","KEEP","BQ0382","1.0000","C0148","员工域","美容师","query_single","easy","today","053d2abd19f51f9b","coverage_representative","current_release_test","staff_terminal_self_service","present","present","present","","我今天的提成有多少","terminal/beautician/*","美容师自视角"
"BQ0383","KEEP","BQ0383","1.0000","C0149","员工域","美容师","query_single","easy","today","053d2abd19f51f9b","coverage_representative","current_release_test","staff_terminal_self_service","present","present","present","","我今天的排班","terminal/beautician/*","美容师自视角"
"BQ0384","KEEP","BQ0384","1.0000","C0150","员工域","美容师","query_single","easy","none","0a0fa603d2b6058a","coverage_representative","current_release_test","staff_terminal_self_service","present","present","present","","我下一个客户是谁","terminal/beautician/*","美容师自视角"
"BQ0385","KEEP","BQ0385","1.0000","C0151","员工域","美容师","query_single","easy","previous_week","6776d91b73c242da","coverage_representative","current_release_test","staff_terminal_self_service","present","present","present","","我上周服务了多少客户","terminal/beautician/*","美容师自视角"
"BQ0386","KEEP","BQ0386","1.0000","C0152","员工域","美容师","query_single","easy","none","0a0fa603d2b6058a","coverage_representative","current_release_test","staff_terminal_self_service","present","present","present","","我的个人业绩排第几","terminal/beautician/*","美容师自视角"
"BQ0387","KEEP","BQ0387","1.0000","C0153","员工域","美容师","query_single","easy","rolling_7d","ff39e47781fc41f2","coverage_representative","current_release_test","staff_terminal_self_service","present","present","present","","我最近7天做了哪些项目","terminal/beautician/*","美容师自视角"
"BQ0388","KEEP","BQ0388","1.0000","C0154","员工域","美容师","query_single","easy","natural_month","5b01dd4183b524f7","coverage_representative","current_release_test","staff_terminal_self_service","present","present","present","","我这个月还差多少到目标","terminal/beautician/*","美容师自视角"
"BQ0389","ROTATE","BQ0381","1.0000","C0147","员工域","美容师","query_single","easy","previous_week","6776d91b73c242da","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我上周有几个服务任务","terminal/beautician/*","美容师自视角"
"BQ0390","ROTATE","BQ0382","1.0000","C0148","员工域","美容师","query_single","easy","previous_week","6776d91b73c242da","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我上周的提成有多少","terminal/beautician/*","美容师自视角"
"BQ0391","ROTATE","BQ0383","1.0000","C0149","员工域","美容师","query_single","easy","previous_week","6776d91b73c242da","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我上周的排班","terminal/beautician/*","美容师自视角"
"BQ0392","ROTATE","BQ0385","1.0000","C0151","员工域","美容师","query_single","easy","rolling_7d","ff39e47781fc41f2","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我最近7天服务了多少客户","terminal/beautician/*","美容师自视角"
"BQ0393","ROTATE","BQ0387","1.0000","C0153","员工域","美容师","query_single","easy","natural_year","bef2f5000495bffa","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我今年做了哪些项目","terminal/beautician/*","美容师自视角"
"BQ0394","ROTATE","BQ0381","1.0000","C0147","员工域","美容师","query_single","easy","rolling_7d","ff39e47781fc41f2","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我最近7天有几个服务任务","terminal/beautician/*","美容师自视角"
"BQ0395","ROTATE","BQ0382","1.0000","C0148","员工域","美容师","query_single","easy","rolling_7d","ff39e47781fc41f2","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我最近7天的提成有多少","terminal/beautician/*","美容师自视角"
"BQ0396","ROTATE","BQ0383","1.0000","C0149","员工域","美容师","query_single","easy","rolling_7d","ff39e47781fc41f2","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我最近7天的排班","terminal/beautician/*","美容师自视角"
"BQ0397","ROTATE","BQ0385","1.0000","C0151","员工域","美容师","query_single","easy","natural_year","bef2f5000495bffa","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我今年服务了多少客户","terminal/beautician/*","美容师自视角"
"BQ0398","ROTATE","BQ0387","0.9286","C0153","员工域","美容师","query_single","easy","natural_week+weekend","6990d02ee046fd8a","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我本周末做了哪些项目","terminal/beautician/*","美容师自视角"
"BQ0399","ROTATE","BQ0381","1.0000","C0147","员工域","美容师","query_single","easy","natural_year","bef2f5000495bffa","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我今年有几个服务任务","terminal/beautician/*","美容师自视角"
"BQ0400","ROTATE","BQ0382","1.0000","C0148","员工域","美容师","query_single","easy","natural_year","bef2f5000495bffa","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我今年的提成有多少","terminal/beautician/*","美容师自视角"
"BQ0401","ROTATE","BQ0383","1.0000","C0149","员工域","美容师","query_single","easy","natural_year","bef2f5000495bffa","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我今年的排班","terminal/beautician/*","美容师自视角"
"BQ0402","ROTATE","BQ0385","0.9333","C0151","员工域","美容师","query_single","easy","natural_week+weekend","6990d02ee046fd8a","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我本周末服务了多少客户","terminal/beautician/*","美容师自视角"
"BQ0403","REVIEW","BQ0403","1.0000","product-loop:ambiguous_named_business_period","员工域","美容师","query_single","easy","campaign_period","c874d2c53b1a095a","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","我国庆期间做了哪些项目","terminal/beautician/*","美容师自视角"
"BQ0404","ROTATE","BQ0381","0.9333","C0147","员工域","美容师","query_single","easy","natural_week+weekend","6990d02ee046fd8a","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我本周末有几个服务任务","terminal/beautician/*","美容师自视角"
"BQ0405","ROTATE","BQ0382","0.9286","C0148","员工域","美容师","query_single","easy","natural_week+weekend","6990d02ee046fd8a","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我本周末的提成有多少","terminal/beautician/*","美容师自视角"
"BQ0406","ROTATE","BQ0383","0.9091","C0149","员工域","美容师","query_single","easy","natural_week+weekend","6990d02ee046fd8a","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我本周末的排班","terminal/beautician/*","美容师自视角"
"BQ0407","REVIEW","BQ0407","1.0000","product-loop:ambiguous_named_business_period","员工域","美容师","query_single","easy","campaign_period","c874d2c53b1a095a","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","我国庆期间服务了多少客户","terminal/beautician/*","美容师自视角"
"BQ0408","ROTATE","BQ0387","1.0000","C0153","员工域","美容师","query_single","easy","half_year","0cb565803ba5e228","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_terminal_self_service","present","present","present","","我这半年做了哪些项目","terminal/beautician/*","美容师自视角"
"BQ0409","REVIEW","BQ0409","1.0000","product-loop:ambiguous_named_business_period","员工域","美容师","query_single","easy","campaign_period","c874d2c53b1a095a","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","我国庆期间有几个服务任务","terminal/beautician/*","美容师自视角"
"BQ0410","REVIEW","BQ0410","1.0000","product-loop:ambiguous_named_business_period","员工域","美容师","query_single","easy","campaign_period","c874d2c53b1a095a","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","我国庆期间的提成有多少","terminal/beautician/*","美容师自视角"
"BQ0411","KEEP","BQ0411","1.0000","C0155","员工域","店长","advice","hard","none","377d8a5398d4ce11","legacy_gate_required","current_release_test","staff_service_performance","present","present","present","","唐伊业绩下滑，建议怎么帮她","人力经营建议",""
"BQ0412","KEEP","BQ0412","1.0000","C0156","员工域","店长","advice","hard","yesterday","0ef9dbd3f04779ec","coverage_representative","current_release_test","staff_service_performance","present","present","present","","昨天排班怎么优化能提升产能","人力经营建议",""
"BQ0413","KEEP","BQ0413","1.0000","C0157","员工域","店长","advice","hard","none","377d8a5398d4ce11","coverage_representative","current_release_test","staff_service_performance","present","present","present","","如何提升美容师的连带率","人力经营建议",""
"BQ0414","KEEP","BQ0414","1.0000","C0158","员工域","店长","advice","hard","none","377d8a5398d4ce11","coverage_representative","current_release_test","staff_service_performance","present","present","present","","给宋乔制定成长建议","人力经营建议",""
"BQ0415","KEEP","BQ0415","1.0000","C0159","员工域","店长","advice","hard","none","377d8a5398d4ce11","coverage_representative","current_release_test","staff_service_performance","present","present","present","","技能缺口怎么补，要不要培训","人力经营建议",""
"BQ0416","REVIEW","BQ0416","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","advice","hard","campaign_period","b140b3c41fa0c9fd","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","春节期间人手安排你有什么建议","人力经营建议",""
"BQ0417","ROTATE","BQ0411","0.8333","C0155","员工域","店长","advice","hard","none","377d8a5398d4ce11","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","宋乔业绩下滑，建议怎么帮她","人力经营建议",""
"BQ0418","KEEP","BQ0418","1.0000","C0156","员工域","店长","advice","hard","natural_month","21b52e4a560cb8d4","coverage_representative","current_release_test","staff_service_performance","present","present","present","","本月排班怎么优化能提升产能","人力经营建议",""
"BQ0419","KEEP","BQ0419","1.0000","C0160","员工域","店长","advice","hard","none","377d8a5398d4ce11","coverage_representative","current_release_test","staff_service_performance","present","present","present","","给沈晴制定成长建议","人力经营建议",""
"BQ0420","KEEP","BQ0420","1.0000","C0161","员工域","店长","advice","hard","natural_week","09f7e3086b82ba29","coverage_representative","current_release_test","staff_service_performance","present","present","present","","本周人手安排你有什么建议","人力经营建议",""
"BQ0421","ROTATE","BQ0411","0.8333","C0155","员工域","店长","advice","hard","none","377d8a5398d4ce11","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","沈晴业绩下滑，建议怎么帮她","人力经营建议",""
"BQ0422","KEEP","BQ0422","1.0000","C0156","员工域","店长","advice","hard","rolling_30d","baf349a0f41c4fe9","coverage_representative","current_release_test","staff_service_performance","present","present","present","","最近30天排班怎么优化能提升产能","人力经营建议",""
"BQ0423","KEEP","BQ0423","1.0000","C0162","员工域","店长","advice","hard","none","377d8a5398d4ce11","coverage_representative","current_release_test","staff_service_performance","present","present","present","","给顾然制定成长建议","人力经营建议",""
"BQ0424","ROTATE","BQ0420","1.0000","C0161","员工域","店长","advice","hard","previous_month","bf11cff5f5ecf8d2","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","上个月人手安排你有什么建议","人力经营建议",""
"BQ0425","ROTATE","BQ0411","0.8333","C0155","员工域","店长","advice","hard","none","377d8a5398d4ce11","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","顾然业绩下滑，建议怎么帮她","人力经营建议",""
"BQ0426","ROTATE","BQ0412","1.0000","C0156","员工域","店长","advice","hard","year_over_year","96d85d1c3380c7d4","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","去年同期排班怎么优化能提升产能","人力经营建议",""
"BQ0427","KEEP","BQ0427","1.0000","C0163","员工域","店长","advice","hard","none","377d8a5398d4ce11","coverage_representative","current_release_test","staff_service_performance","present","present","present","","给唐伊制定成长建议","人力经营建议",""
"BQ0428","ROTATE","BQ0420","1.0000","C0161","员工域","店长","advice","hard","rolling_3m","b4aa03808bfbba25","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","最近三个月人手安排你有什么建议","人力经营建议",""
"BQ0429","REVIEW","BQ0429","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","advice","hard","campaign_period","b140b3c41fa0c9fd","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","五一假期排班怎么优化能提升产能","人力经营建议",""
"BQ0430","ROTATE","BQ0420","1.0000","C0161","员工域","店长","advice","hard","quarter","e21169a7ee51f546","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","这个季度人手安排你有什么建议","人力经营建议",""
"BQ0431","KEEP","BQ0431","1.0000","C0164","员工域","店长","advice","hard","none","377d8a5398d4ce11","coverage_representative","current_release_test","staff_service_performance","present","present","present","","开业至今排班怎么优化能提升产能","人力经营建议",""
"BQ0432","REVIEW","BQ0432","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","advice","hard","campaign_period","b140b3c41fa0c9fd","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","双十一期间人手安排你有什么建议","人力经营建议",""
"BQ0433","REVIEW","BQ0433","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","advice","hard","campaign_period","b140b3c41fa0c9fd","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","春节期间排班怎么优化能提升产能","人力经营建议",""
"BQ0434","ROTATE","BQ0420","1.0000","C0161","员工域","店长","advice","hard","rolling_14d","3b01973747d3bc6b","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","staff_service_performance","present","present","present","","最近14天人手安排你有什么建议","人力经营建议",""
"BQ0435","KEEP","BQ0435","1.0000","C0156","员工域","店长","advice","hard","natural_week","09f7e3086b82ba29","coverage_representative","current_release_test","staff_service_performance","present","present","present","","本周排班怎么优化能提升产能","人力经营建议",""
"BQ0436","REVIEW","BQ0436","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","action","medium","campaign_period","5f9bbf98c14dd197","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","帮我一键智能排下春节期间的班","scheduling/* API","写操作"
"BQ0437","REVIEW","BQ0437","1.0000","product-loop:ambiguous_named_business_period","员工域","店长","action","medium","campaign_period","5f9bbf98c14dd197","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","把沈晴春节期间的班调休","scheduling/* API","写操作"
"BQ0438","KEEP","BQ0438","1.0000","C0165","员工域","店长","action","medium","none","562c9243b248311c","legacy_gate_required","current_release_test","smart_scheduling","present","present","present","","给沈晴加上全身精油 SPA的技能","scheduling/* API","写操作"
"BQ0439","KEEP","BQ0439","1.0000","C0173","员工域","店长","action","medium","rolling_30d","8cc1ec9d49d35a82","coverage_representative","current_release_test","smart_scheduling","present","present","present","","发布最近30天的排班","scheduling/* API","写操作"
"BQ0440","KEEP","BQ0440","1.0000","C0175","员工域","店长","action","medium","rolling_30d","fa6b5699cff7a76b","coverage_representative","current_release_test","smart_scheduling","present","present","present","","预览一下最近30天的智能排班方案","scheduling/* API","写操作"
"BQ0441","KEEP","BQ0441","1.0000","C0166","员工域","店长","action","medium","rolling_30d","031b1fea0f080d6a","coverage_representative","current_release_test","smart_scheduling","present","present","present","","给沈晴安排最近30天的休假","scheduling/* API","写操作"
"BQ0442","KEEP","BQ0442","1.0000","C0167","员工域","店长","action","medium","natural_week","28f2c5e8635b6f12","coverage_representative","current_release_test","smart_scheduling","present","present","present","","帮我一键智能排下本周的班","scheduling/* API","写操作"
