id,role,section,question,supportClass,supportLabel,managementSupport,backendSupport,reason,expectedView,evalStatus,failureCategory,candidateViews,selectedViews,totalMs,answerSummary
marketing-043,二、营销增长 Agent,话术与内容生成,帮我写个朋友圈文案推一下我们的新项目,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-044,二、营销增长 Agent,话术与内容生成,给刚来店体验过的新客写一条跟进话术,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-045,二、营销增长 Agent,话术与内容生成,帮我写一条推荐疗程续购的私信,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_project_catalog_view,not_executed,,,,,
marketing-046,二、营销增长 Agent,话术与内容生成,给即将到期的次卡客户写一条温馨提醒,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-047,二、营销增长 Agent,话术与内容生成,帮我写一个活动通知，发给全体会员,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-048,二、营销增长 Agent,话术与内容生成,写一条推荐客户带朋友来体验的邀请话术,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-049,二、营销增长 Agent,话术与内容生成,帮我写个生日祝福加优惠的消息模板,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-050,二、营销增长 Agent,话术与内容生成,写一条引导客户给好评或推荐的话术,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-051,二、营销增长 Agent,话术与内容生成,帮我写个给冷淡客户重新建立联系的话术,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-052,二、营销增长 Agent,话术与内容生成,给首次办卡的客户写一条欢迎词,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-053,二、营销增长 Agent,话术与内容生成,帮我写一段向客户介绍新员工的文案,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-054,二、营销增长 Agent,话术与内容生成,写一条提醒客户预约空档时间的消息,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_appointment_gap_view,not_executed,,,,,
marketing-055,二、营销增长 Agent,话术与内容生成,帮我写个针对男性客户的推广文案,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-056,二、营销增长 Agent,话术与内容生成,写一条解释疗程效果需要坚持的话术,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_project_catalog_view,not_executed,,,,,
marketing-057,二、营销增长 Agent,话术与内容生成,给消费满额的客户写一条回馈感谢消息,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-058,二、营销增长 Agent,话术与内容生成,帮我写一条推荐产品的朋友圈文案,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-059,二、营销增长 Agent,话术与内容生成,写一条适合私信给沉默了很久的老客户的话,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-060,二、营销增长 Agent,话术与内容生成,帮我写个短视频脚本介绍我们的主打项目,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-061,二、营销增长 Agent,权益与投入产出,上次那个满减活动效果怎么样,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
marketing-062,二、营销增长 Agent,权益与投入产出,我给客户发了优惠券，核销率高不高,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_promotion_offer_view,pass,,agent_v3_promotion_offer_view,agent_v3_promotion_offer_view,8787,已查询到 1 条结果，首条为 redemption_rate=-。
marketing-063,二、营销增长 Agent,权益与投入产出,这个月活动花了多少钱，带来了多少收入,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-064,二、营销增长 Agent,权益与投入产出,哪种权益对客户吸引力最大,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-065,二、营销增长 Agent,权益与投入产出,帮我算一下如果打八折，毛利还剩多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-066,二、营销增长 Agent,权益与投入产出,免费体验活动来的客人转化率多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_marketing_conversion_view,pass,,agent_v3_marketing_conversion_view,agent_v3_marketing_conversion_view,11003,已查询到 1 条结果，首条为 conversion_rate=-。
marketing-067,二、营销增长 Agent,权益与投入产出,送赠品和打折哪种方式效果更好,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
marketing-068,二、营销增长 Agent,权益与投入产出,我们的优惠券平均核销周期是多久,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,agent_v3_promotion_offer_view,not_executed,,,,,
marketing-069,二、营销增长 Agent,权益与投入产出,这个月进店的客人里有多少是被活动吸引来的,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-070,二、营销增长 Agent,权益与投入产出,帮我评估一下推疗程套餐和推单次消费哪个更划算,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_project_catalog_view,not_executed,,,,,
marketing-071,二、营销增长 Agent,权益与投入产出,储值赠送方案定在什么比例客户更愿意储值,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_customer_balance_view,not_executed,,,,,
marketing-072,二、营销增长 Agent,权益与投入产出,最近一次活动有没有带来持续复购的客户,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
marketing-073,二、营销增长 Agent,权益与投入产出,帮我看一下这个季度营销投入回报情况,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_marketing_roi_view,pass,,ask_data_marketing_roi_view,ask_data_marketing_roi_view,18570,已查询到 1 条结果，首条为 marketing_roi=-。
marketing-074,二、营销增长 Agent,权益与投入产出,哪个渠道带来的客户质量最好,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-075,二、营销增长 Agent,权益与投入产出,拼团活动客户买单了但来了几次就不来了，怎么提升留存,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-076,二、营销增长 Agent,权益与投入产出,帮我分析一下为什么上次活动转化率低,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_marketing_conversion_view,not_executed,,,,,
marketing-077,二、营销增长 Agent,权益与投入产出,免费次卡换来的客户和付费客户的消费行为有什么差异,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-078,二、营销增长 Agent,权益与投入产出,这个月发了多少优惠，有没有被滥用的情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
marketing-079,二、营销增长 Agent,权益与投入产出,如果我把新客首单价格降低，长期来看划算吗,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-080,二、营销增长 Agent,权益与投入产出,帮我评估一下现在的会员体系有没有问题,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
marketing-081,二、营销增长 Agent,自动化与触达规则,帮我设置一个客户45天没来自动发提醒的规则,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-082,二、营销增长 Agent,自动化与触达规则,我想让系统自动给快过期次卡的客户发消息,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,agent_v3_card_asset_view,not_executed,,,,,
marketing-083,二、营销增长 Agent,自动化与触达规则,能不能在客户生日当天自动送一个小礼物,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-084,二、营销增长 Agent,自动化与触达规则,帮我设置一个新客来店三天后自动跟进的流程,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-085,二、营销增长 Agent,自动化与触达规则,如何让系统自动识别高流失风险的客户并提醒我,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,ask_data_customer_lifecycle_view,not_executed,,,,,
marketing-086,二、营销增长 Agent,自动化与触达规则,我想在每次服务结束后自动发一条感谢消息,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-087,二、营销增长 Agent,自动化与触达规则,能不能根据客户消费习惯自动推荐下次预约时间,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-088,二、营销增长 Agent,自动化与触达规则,帮我设置一个超过一定金额消费自动升级会员等级的规则,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,ask_data_customer_profile_summary_view,not_executed,,,,,
marketing-089,二、营销增长 Agent,自动化与触达规则,有没有办法让系统自动识别客户的节假日并发关怀,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-090,二、营销增长 Agent,自动化与触达规则,帮我设计一个从新客到老客的自动化培育流程,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-091,二、营销增长 Agent,自动化与触达规则,能不能在客户消费后自动给她推荐下一个适合的项目,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-092,二、营销增长 Agent,自动化与触达规则,我想自动收集每次服务后的客户满意度,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,ask_data_customer_feedback_view,not_executed,,,,,
marketing-093,二、营销增长 Agent,自动化与触达规则,帮我设置一个低活跃度客户的自动唤醒流程,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-094,二、营销增长 Agent,自动化与触达规则,能不能根据库存临期自动触发促销给合适的客户,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-095,二、营销增长 Agent,自动化与触达规则,帮我做一个疗程快结束时自动提醒续购的规则,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_project_catalog_view,not_executed,,,,,
marketing-096,二、营销增长 Agent,自动化与触达规则,如何自动识别并感谢转介绍新客的老客户,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-097,二、营销增长 Agent,自动化与触达规则,帮我设置一个活动后自动复盘效果的提醒,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
marketing-098,二、营销增长 Agent,自动化与触达规则,能不能在员工空档时自动推送客户填满档期,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,agent_v3_appointment_gap_view,not_executed,,,,,
marketing-099,二、营销增长 Agent,自动化与触达规则,我想在特定节日前三天自动准备活动方案,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-100,二、营销增长 Agent,自动化与触达规则,帮我检查一下现在有哪些自动化规则在运行，效果怎么样,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,agent_v3_marketing_automation_view,not_executed,,,,,
frontdesk-001,三、前台接待 Agent,客户查询,帮我查一下张雯，她上次来是什么时候,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
frontdesk-002,三、前台接待 Agent,客户查询,有个客人说她叫李梅，手机尾号3256，帮我找一下,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
frontdesk-003,三、前台接待 Agent,客户查询,这个客人有没有在我们店消费过,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-004,三、前台接待 Agent,客户查询,帮我查一下这个客人有没有预约,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-005,三、前台接待 Agent,客户查询,她上次做的什么项目，有没有特别备注,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
frontdesk-006,三、前台接待 Agent,客户查询,这位客人是什么会员等级,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,ask_data_customer_profile_summary_view,not_executed,,,,,
frontdesk-007,三、前台接待 Agent,客户查询,帮我看一下这个客人的消费记录,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-008,三、前台接待 Agent,客户查询,她的皮肤有没有什么过敏或者特殊注意事项,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
frontdesk-009,三、前台接待 Agent,客户查询,这个客人有没有欠款或者退款记录,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_payment_refund_view,not_executed,,,,,
frontdesk-010,三、前台接待 Agent,客户查询,她上次来有没有表达过什么不满,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-011,三、前台接待 Agent,客户查询,这位客人之前是哪个美容师服务的,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-012,三、前台接待 Agent,客户查询,帮我搜一下今天预约了但还没来的客人,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,pass,,agent_v3_reservation_view,agent_v3_reservation_view,9339,当前筛选范围内没有匹配数据。
frontdesk-013,三、前台接待 Agent,客户查询,有个客人刚进门，叫王芳，帮我快速看一下她的情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-014,三、前台接待 Agent,客户查询,这个客人有没有办过卡，还有多少次,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-015,三、前台接待 Agent,客户查询,她喜欢什么时间来，有没有固定的习惯,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-016,三、前台接待 Agent,客户查询,帮我找一下今天预约了但是要改期的客人,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
frontdesk-017,三、前台接待 Agent,客户查询,这位客人之前有没有对某个产品表示感兴趣,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-018,三、前台接待 Agent,客户查询,她有没有给我们推荐过新客户,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
frontdesk-019,三、前台接待 Agent,客户查询,帮我看一下这个客人的标签和备注,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
frontdesk-020,三、前台接待 Agent,客户查询,这个客人的储值余额还有多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_customer_balance_view,not_executed,,,,,
frontdesk-021,三、前台接待 Agent,客户查询,她有没有参加过我们的活动,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-022,三、前台接待 Agent,客户查询,这个客人是从哪个渠道来的,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-023,三、前台接待 Agent,客户查询,帮我看一下今天所有到店客人的基本信息,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
frontdesk-024,三、前台接待 Agent,客户查询,有个客人说她家人也来过，帮我找一下,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
frontdesk-025,三、前台接待 Agent,客户查询,这位客人有没有未核销的优惠券,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_promotion_offer_view,not_executed,,,,,
frontdesk-026,三、前台接待 Agent,预约管理,今天下午还有几个预约没到,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,pass,,agent_v3_reservation_view,agent_v3_reservation_view,20920,今天下午尚未到店的预约有 0 个。
frontdesk-027,三、前台接待 Agent,预约管理,现在几点了，下一个预约是谁，什么时候,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
frontdesk-028,三、前台接待 Agent,预约管理,今天所有的预约给我列一下,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-029,三、前台接待 Agent,预约管理,帮我查一下明天的预约情况,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,pass,,agent_v3_reservation_view,agent_v3_reservation_view,16776,已查询到 13 条结果，首条为 reservation_id=690、customer_name_masked=徐***、project_name=全身精油 SPA。
frontdesk-030,三、前台接待 Agent,预约管理,张美丽的预约是几点，做什么项目,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,pass,,agent_v3_reservation_view,agent_v3_reservation_view,12588,当前筛选范围内没有匹配数据。
frontdesk-031,三、前台接待 Agent,预约管理,有没有预约了但还没确认的客人,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,pass,,agent_v3_reservation_view,agent_v3_reservation_view,15699,已查询到 1 条结果，首条为 pending_reservation_count=2。
frontdesk-032,三、前台接待 Agent,预约管理,今天有没有可能爽约的预约需要提前联系,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-033,三、前台接待 Agent,预约管理,下午3点那个预约是谁，有什么要注意的,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-034,三、前台接待 Agent,预约管理,这周哪天最忙，哪天还有空档,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_appointment_gap_view,pass,,agent_v3_appointment_gap_view,agent_v3_appointment_gap_view,18678,当前筛选范围内没有匹配数据。
frontdesk-035,三、前台接待 Agent,预约管理,帮我看一下今天赵美容师的预约安排,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,pass,,agent_v3_reservation_view,agent_v3_reservation_view,10883,当前筛选范围内没有匹配数据。
frontdesk-036,三、前台接待 Agent,预约管理,有客人想改期，帮我看看明天有没有空档,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,agent_v3_appointment_gap_view,not_executed,,,,,
frontdesk-037,三、前台接待 Agent,预约管理,今天有没有超时的预约影响到下一个,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-038,三、前台接待 Agent,预约管理,帮我确认一下明天所有预约都通知到位了吗,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
frontdesk-039,三、前台接待 Agent,预约管理,今天有预约的客人里有没有 VIP 需要特别准备,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
frontdesk-040,三、前台接待 Agent,预约管理,有个客人临时来了没预约，现在还能安排吗,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_reservation_view,not_executed,,,,,
frontdesk-041,三、前台接待 Agent,预约管理,今天有没有需要特别准备物品的预约,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
frontdesk-042,三、前台接待 Agent,预约管理,帮我看一下这周的预约密度，哪里有空位,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,expected_view_miss,model_view_selection_miss,ask_data_staff_capacity_view|agent_v3_reservation_view,ask_data_staff_capacity_view,15910,当前筛选范围内没有匹配数据。
