id,domain,role,type,difficulty,question,expected_target,notes
BQ0401,员工域,美容师,query_single,easy,我今年的排班,terminal/beautician/*,美容师自视角
BQ0402,员工域,美容师,query_single,easy,我本周末服务了多少客户,terminal/beautician/*,美容师自视角
BQ0403,员工域,美容师,query_single,easy,我国庆期间做了哪些项目,terminal/beautician/*,美容师自视角
BQ0404,员工域,美容师,query_single,easy,我本周末有几个服务任务,terminal/beautician/*,美容师自视角
BQ0405,员工域,美容师,query_single,easy,我本周末的提成有多少,terminal/beautician/*,美容师自视角
BQ0406,员工域,美容师,query_single,easy,我本周末的排班,terminal/beautician/*,美容师自视角
BQ0407,员工域,美容师,query_single,easy,我国庆期间服务了多少客户,terminal/beautician/*,美容师自视角
BQ0408,员工域,美容师,query_single,easy,我这半年做了哪些项目,terminal/beautician/*,美容师自视角
BQ0409,员工域,美容师,query_single,easy,我国庆期间有几个服务任务,terminal/beautician/*,美容师自视角
BQ0410,员工域,美容师,query_single,easy,我国庆期间的提成有多少,terminal/beautician/*,美容师自视角
BQ0411,员工域,店长,advice,hard,唐伊业绩下滑，建议怎么帮她,人力经营建议,
BQ0412,员工域,店长,advice,hard,昨天排班怎么优化能提升产能,人力经营建议,
BQ0413,员工域,店长,advice,hard,如何提升美容师的连带率,人力经营建议,
BQ0414,员工域,店长,advice,hard,给宋乔制定成长建议,人力经营建议,
BQ0415,员工域,店长,advice,hard,技能缺口怎么补，要不要培训,人力经营建议,
BQ0416,员工域,店长,advice,hard,春节期间人手安排你有什么建议,人力经营建议,
BQ0417,员工域,店长,advice,hard,宋乔业绩下滑，建议怎么帮她,人力经营建议,
BQ0418,员工域,店长,advice,hard,本月排班怎么优化能提升产能,人力经营建议,
BQ0419,员工域,店长,advice,hard,给沈晴制定成长建议,人力经营建议,
BQ0420,员工域,店长,advice,hard,本周人手安排你有什么建议,人力经营建议,
BQ0421,员工域,店长,advice,hard,沈晴业绩下滑，建议怎么帮她,人力经营建议,
BQ0422,员工域,店长,advice,hard,最近30天排班怎么优化能提升产能,人力经营建议,
BQ0423,员工域,店长,advice,hard,给顾然制定成长建议,人力经营建议,
BQ0424,员工域,店长,advice,hard,上个月人手安排你有什么建议,人力经营建议,
BQ0425,员工域,店长,advice,hard,顾然业绩下滑，建议怎么帮她,人力经营建议,
BQ0426,员工域,店长,advice,hard,去年同期排班怎么优化能提升产能,人力经营建议,
BQ0427,员工域,店长,advice,hard,给唐伊制定成长建议,人力经营建议,
BQ0428,员工域,店长,advice,hard,最近三个月人手安排你有什么建议,人力经营建议,
BQ0429,员工域,店长,advice,hard,五一假期排班怎么优化能提升产能,人力经营建议,
BQ0430,员工域,店长,advice,hard,这个季度人手安排你有什么建议,人力经营建议,
BQ0431,员工域,店长,advice,hard,开业至今排班怎么优化能提升产能,人力经营建议,
BQ0432,员工域,店长,advice,hard,双十一期间人手安排你有什么建议,人力经营建议,
BQ0433,员工域,店长,advice,hard,春节期间排班怎么优化能提升产能,人力经营建议,
BQ0434,员工域,店长,advice,hard,最近14天人手安排你有什么建议,人力经营建议,
BQ0435,员工域,店长,advice,hard,本周排班怎么优化能提升产能,人力经营建议,
BQ0436,员工域,店长,action,medium,帮我一键智能排下春节期间的班,scheduling/* API,写操作
BQ0437,员工域,店长,action,medium,把沈晴春节期间的班调休,scheduling/* API,写操作
BQ0438,员工域,店长,action,medium,给沈晴加上全身精油 SPA的技能,scheduling/* API,写操作
BQ0439,员工域,店长,action,medium,发布最近30天的排班,scheduling/* API,写操作
BQ0440,员工域,店长,action,medium,预览一下最近30天的智能排班方案,scheduling/* API,写操作
BQ0441,员工域,店长,action,medium,给沈晴安排最近30天的休假,scheduling/* API,写操作
BQ0442,员工域,店长,action,medium,帮我一键智能排下本周的班,scheduling/* API,写操作
BQ0443,员工域,店长,action,medium,把顾然本周的班调休,scheduling/* API,写操作
BQ0444,员工域,店长,action,medium,给顾然加上晒后舒缓修护的技能,scheduling/* API,写操作
BQ0445,员工域,店长,action,medium,发布去年同期的排班,scheduling/* API,写操作
BQ0446,员工域,店长,action,medium,预览一下去年同期的智能排班方案,scheduling/* API,写操作
BQ0447,员工域,店长,action,medium,给顾然安排去年同期的休假,scheduling/* API,写操作
BQ0448,员工域,店长,action,medium,帮我一键智能排下上个月的班,scheduling/* API,写操作
BQ0449,员工域,店长,action,medium,把唐伊上个月的班调休,scheduling/* API,写操作
BQ0450,员工域,店长,action,medium,给唐伊加上亮肤淡斑管理的技能,scheduling/* API,写操作
BQ0451,员工域,店长,action,medium,发布五一假期的排班,scheduling/* API,写操作
BQ0452,员工域,店长,action,medium,预览一下五一假期的智能排班方案,scheduling/* API,写操作
BQ0453,员工域,店长,action,medium,给唐伊安排五一假期的休假,scheduling/* API,写操作
BQ0454,员工域,店长,action,medium,帮我一键智能排下最近三个月的班,scheduling/* API,写操作
BQ0455,员工域,店长,action,medium,把宋乔最近三个月的班调休,scheduling/* API,写操作
BQ0456,员工域,店长,action,medium,给宋乔加上射频紧致提升护理的技能,scheduling/* API,写操作
BQ0457,员工域,店长,action,medium,发布开业至今的排班,scheduling/* API,写操作
BQ0458,员工域,店长,action,medium,预览一下开业至今的智能排班方案,scheduling/* API,写操作
BQ0459,员工域,店长,action,medium,给宋乔安排开业至今的休假,scheduling/* API,写操作
BQ0460,员工域,店长,action,medium,帮我一键智能排下这个季度的班,scheduling/* API,写操作
BQ0461,商品域,店长,query_single,easy,店里一共有多少个项目,Project/Card/Product 表,
BQ0462,商品域,店长,query_single,easy,水氧清洁焕肤的价格是多少,Project/Card/Product 表,
BQ0463,商品域,店长,query_single,easy,全身精油 SPA做一次要多久,Project/Card/Product 表,
BQ0464,商品域,店长,query_single,easy,有哪些焕肤清洁 12 次卡在售,Project/Card/Product 表,
BQ0465,商品域,店长,query_single,easy,焕肤清洁 12 次卡多少钱,Project/Card/Product 表,
BQ0466,商品域,店长,query_single,easy,屏障养护乳霜的零售价,Project/Card/Product 表,
BQ0467,商品域,店长,query_single,easy,哪些项目是推荐项目,Project/Card/Product 表,
BQ0468,商品域,店长,query_single,easy,会员卡有哪几种,Project/Card/Product 表,
BQ0469,商品域,店长,query_single,easy,眼周紧致护理属于哪个项目类型,Project/Card/Product 表,
BQ0470,商品域,店长,query_single,easy,日间防晒乳的规格是什么,Project/Card/Product 表,
BQ0471,商品域,店长,query_single,easy,背部净透护理的价格是多少,Project/Card/Product 表,
BQ0472,商品域,店长,query_single,easy,晒后舒缓修护做一次要多久,Project/Card/Product 表,
BQ0473,商品域,店长,query_single,easy,有哪些抗衰管理 6 次卡在售,Project/Card/Product 表,
BQ0474,商品域,店长,query_single,easy,抗衰管理 6 次卡多少钱,Project/Card/Product 表,
BQ0475,商品域,店长,query_single,easy,烟酰胺亮肤精华的零售价,Project/Card/Product 表,
BQ0476,商品域,店长,query_single,easy,小气泡清洁护理属于哪个项目类型,Project/Card/Product 表,
BQ0477,商品域,店长,query_single,easy,补水软膜粉的规格是什么,Project/Card/Product 表,
BQ0478,商品域,店长,query_single,easy,敏感肌舒缓修护的价格是多少,Project/Card/Product 表,
BQ0479,商品域,店长,query_single,easy,亮肤淡斑管理做一次要多久,Project/Card/Product 表,
BQ0480,商品域,店长,query_single,easy,有哪些补水护理 10 次卡在售,Project/Card/Product 表,
BQ0481,商品域,店长,query_single,easy,补水护理 10 次卡多少钱,Project/Card/Product 表,
BQ0482,商品域,店长,query_single,easy,水氧护理耗材包的零售价,Project/Card/Product 表,
BQ0483,商品域,店长,query_single,easy,精华导入护理属于哪个项目类型,Project/Card/Product 表,
BQ0484,商品域,店长,query_single,easy,手部滋养手膜的规格是什么,Project/Card/Product 表,
BQ0485,商品域,店长,query_single,easy,手部细嫩护理的价格是多少,Project/Card/Product 表,
BQ0486,商品域,店长,query_single,easy,射频紧致提升护理做一次要多久,Project/Card/Product 表,
BQ0487,商品域,店长,query_single,easy,有哪些综合养护 20 次卡在售,Project/Card/Product 表,
BQ0488,商品域,店长,query_single,easy,综合养护 20 次卡多少钱,Project/Card/Product 表,
BQ0489,商品域,店长,query_single,easy,水润柔肤水的零售价,Project/Card/Product 表,
BQ0490,商品域,店长,query_single,easy,痘肌净颜舒缓护理属于哪个项目类型,Project/Card/Product 表,
BQ0491,商品域,店长,query_single,easy,紧致颈霜的规格是什么,Project/Card/Product 表,
BQ0492,商品域,店长,query_single,easy,季节屏障养护的价格是多少,Project/Card/Product 表,
BQ0493,商品域,店长,query_single,easy,紧致抗衰护理做一次要多久,Project/Card/Product 表,
BQ0494,商品域,店长,query_single,easy,有哪些敏感修护 8 次卡在售,Project/Card/Product 表,
BQ0495,商品域,店长,query_single,easy,敏感修护 8 次卡多少钱,Project/Card/Product 表,
BQ0496,商品域,店长,query_cross,medium,背部净透护理最近30天卖了多少,Project×OrderItem×ProjectBomItem,跨表
BQ0497,商品域,店长,query_cross,medium,最近30天哪个项目最受欢迎,Project×OrderItem×ProjectBomItem,跨表
BQ0498,商品域,店长,query_cross,medium,胶原焕活提拉用到哪些耗材,Project×OrderItem×ProjectBomItem,跨表
BQ0499,商品域,店长,query_cross,medium,本月卖得最好的焕肤清洁 12 次卡是哪个,Project×OrderItem×ProjectBomItem,跨表
BQ0500,商品域,店长,query_cross,medium,本月各项目的销量排行,Project×OrderItem×ProjectBomItem,跨表
BQ0501,商品域,店长,query_cross,medium,哪些项目本月从来没人买,Project×OrderItem×ProjectBomItem,跨表
BQ0502,商品域,店长,query_cross,medium,全身精油 SPA的BOM成本是多少,Project×OrderItem×ProjectBomItem,跨表
BQ0503,商品域,店长,query_cross,medium,敏感修护 8 次卡的核销率是多少,Project×OrderItem×ProjectBomItem,跨表
BQ0504,商品域,店长,query_cross,medium,哪些敏感修护 8 次卡快过期还没核销完,Project×OrderItem×ProjectBomItem,跨表
BQ0505,商品域,店长,query_cross,medium,背部净透护理和哪些产品搭配卖得好,Project×OrderItem×ProjectBomItem,跨表
BQ0506,商品域,店长,query_cross,medium,晒后舒缓修护最近三个月的复购情况,Project×OrderItem×ProjectBomItem,跨表
BQ0507,商品域,店长,query_cross,medium,敏感肌舒缓修护去年同期卖了多少,Project×OrderItem×ProjectBomItem,跨表
BQ0508,商品域,店长,query_cross,medium,去年同期哪个项目最受欢迎,Project×OrderItem×ProjectBomItem,跨表
BQ0509,商品域,店长,query_cross,medium,水氧清洁焕肤用到哪些耗材,Project×OrderItem×ProjectBomItem,跨表
BQ0510,商品域,店长,query_cross,medium,最近30天卖得最好的抗衰管理 6 次卡是哪个,Project×OrderItem×ProjectBomItem,跨表
BQ0511,商品域,店长,query_cross,medium,最近30天各项目的销量排行,Project×OrderItem×ProjectBomItem,跨表
BQ0512,商品域,店长,query_cross,medium,哪些项目最近30天从来没人买,Project×OrderItem×ProjectBomItem,跨表
BQ0513,商品域,店长,query_cross,medium,晒后舒缓修护的BOM成本是多少,Project×OrderItem×ProjectBomItem,跨表
BQ0514,商品域,店长,query_cross,medium,焕肤清洁 12 次卡的核销率是多少,Project×OrderItem×ProjectBomItem,跨表
BQ0515,商品域,店长,query_cross,medium,哪些焕肤清洁 12 次卡快过期还没核销完,Project×OrderItem×ProjectBomItem,跨表
BQ0516,商品域,店长,query_cross,medium,敏感肌舒缓修护和哪些产品搭配卖得好,Project×OrderItem×ProjectBomItem,跨表
BQ0517,商品域,店长,query_cross,medium,亮肤淡斑管理这个季度的复购情况,Project×OrderItem×ProjectBomItem,跨表
BQ0518,商品域,店长,query_cross,medium,手部细嫩护理五一假期卖了多少,Project×OrderItem×ProjectBomItem,跨表
BQ0519,商品域,店长,query_cross,medium,五一假期哪个项目最受欢迎,Project×OrderItem×ProjectBomItem,跨表
BQ0520,商品域,店长,query_cross,medium,背部净透护理用到哪些耗材,Project×OrderItem×ProjectBomItem,跨表
BQ0521,商品域,店长,query_cross,medium,去年同期卖得最好的补水护理 10 次卡是哪个,Project×OrderItem×ProjectBomItem,跨表
BQ0522,商品域,店长,query_cross,medium,去年同期各项目的销量排行,Project×OrderItem×ProjectBomItem,跨表
BQ0523,商品域,店长,query_cross,medium,哪些项目去年同期从来没人买,Project×OrderItem×ProjectBomItem,跨表
BQ0524,商品域,店长,query_cross,medium,亮肤淡斑管理的BOM成本是多少,Project×OrderItem×ProjectBomItem,跨表
BQ0525,商品域,店长,query_cross,medium,抗衰管理 6 次卡的核销率是多少,Project×OrderItem×ProjectBomItem,跨表
BQ0526,商品域,店长,query_cross,medium,哪些抗衰管理 6 次卡快过期还没核销完,Project×OrderItem×ProjectBomItem,跨表
BQ0527,商品域,店长,query_cross,medium,手部细嫩护理和哪些产品搭配卖得好,Project×OrderItem×ProjectBomItem,跨表
BQ0528,商品域,店长,query_cross,medium,射频紧致提升护理双十一期间的复购情况,Project×OrderItem×ProjectBomItem,跨表
BQ0529,商品域,店长,query_cross,medium,季节屏障养护开业至今卖了多少,Project×OrderItem×ProjectBomItem,跨表
BQ0530,商品域,店长,query_cross,medium,开业至今哪个项目最受欢迎,Project×OrderItem×ProjectBomItem,跨表
BQ0531,商品域,店长,query_cross,medium,敏感肌舒缓修护用到哪些耗材,Project×OrderItem×ProjectBomItem,跨表
BQ0532,商品域,店长,query_cross,medium,五一假期卖得最好的综合养护 20 次卡是哪个,Project×OrderItem×ProjectBomItem,跨表
BQ0533,商品域,店长,query_cross,medium,五一假期各项目的销量排行,Project×OrderItem×ProjectBomItem,跨表
BQ0534,商品域,店长,query_cross,medium,哪些项目五一假期从来没人买,Project×OrderItem×ProjectBomItem,跨表
BQ0535,商品域,店长,query_cross,medium,射频紧致提升护理的BOM成本是多少,Project×OrderItem×ProjectBomItem,跨表
BQ0536,商品域,店长,analysis,medium,分析下最近三个月各项目的毛利,项目分析,
BQ0537,商品域,店长,analysis,medium,哪些项目叫好不叫座,项目分析,
BQ0538,商品域,店长,analysis,medium,这个季度项目价格带分布,项目分析,
BQ0539,商品域,店长,analysis,medium,敏感修护 8 次卡的核销进度整体如何,项目分析,
BQ0540,商品域,店长,analysis,medium,紧致抗衰护理最近7天的复购情况分析,项目分析,
BQ0541,商品域,店长,analysis,medium,项目结构合不合理有优化空间吗,项目分析,
BQ0542,商品域,店长,analysis,medium,今年产品动销分析,项目分析,
BQ0543,商品域,店长,analysis,medium,今年哪些项目贡献了主要营收,项目分析,
BQ0544,商品域,店长,analysis,medium,分析下这个季度各项目的毛利,项目分析,
BQ0545,商品域,店长,analysis,medium,双十一期间项目价格带分布,项目分析,
BQ0546,商品域,店长,analysis,medium,焕肤清洁 12 次卡的核销进度整体如何,项目分析,
BQ0547,商品域,店长,analysis,medium,头皮舒缓养护今年的复购情况分析,项目分析,
BQ0548,商品域,店长,analysis,medium,本周末产品动销分析,项目分析,
BQ0549,商品域,店长,analysis,medium,本周末哪些项目贡献了主要营收,项目分析,
BQ0550,商品域,店长,analysis,medium,分析下双十一期间各项目的毛利,项目分析,
BQ0551,商品域,店长,analysis,medium,最近14天项目价格带分布,项目分析,
BQ0552,商品域,店长,analysis,medium,抗衰管理 6 次卡的核销进度整体如何,项目分析,
BQ0553,商品域,店长,analysis,medium,胶原焕活提拉本周末的复购情况分析,项目分析,
BQ0554,商品域,店长,analysis,medium,国庆期间产品动销分析,项目分析,
BQ0555,商品域,店长,analysis,medium,国庆期间哪些项目贡献了主要营收,项目分析,
BQ0556,商品域,店长,analysis,medium,分析下最近14天各项目的毛利,项目分析,
BQ0557,商品域,店长,analysis,medium,今天项目价格带分布,项目分析,
BQ0558,商品域,店长,analysis,medium,补水护理 10 次卡的核销进度整体如何,项目分析,
BQ0559,商品域,店长,analysis,medium,水氧清洁焕肤国庆期间的复购情况分析,项目分析,
BQ0560,商品域,店长,analysis,medium,这半年产品动销分析,项目分析,
BQ0561,商品域,店长,analysis,medium,这半年哪些项目贡献了主要营收,项目分析,
BQ0562,商品域,店长,analysis,medium,分析下今天各项目的毛利,项目分析,
BQ0563,商品域,店长,analysis,medium,上周项目价格带分布,项目分析,
BQ0564,商品域,店长,analysis,medium,综合养护 20 次卡的核销进度整体如何,项目分析,
BQ0565,商品域,店长,analysis,medium,背部净透护理这半年的复购情况分析,项目分析,
BQ0566,商品域,店长,advice,hard,想提升客单价该主推哪些项目,商品经营建议,
BQ0567,商品域,店长,advice,hard,射频紧致提升护理卖不动，建议怎么办,商品经营建议,
BQ0568,商品域,店长,advice,hard,该不该给眼周紧致护理调价,商品经营建议,
BQ0569,商品域,店长,advice,hard,设计一个划算的敏感修护 8 次卡组合,商品经营建议,
BQ0570,商品域,店长,advice,hard,淡季该主推什么项目,商品经营建议,
BQ0571,商品域,店长,advice,hard,本月上新该考虑哪些项目,商品经营建议,
BQ0572,商品域,店长,advice,hard,低毛利项目该怎么处理,商品经营建议,
BQ0573,商品域,店长,advice,hard,紧致抗衰护理卖不动，建议怎么办,商品经营建议,
BQ0574,商品域,店长,advice,hard,该不该给小气泡清洁护理调价,商品经营建议,
BQ0575,商品域,店长,advice,hard,设计一个划算的焕肤清洁 12 次卡组合,商品经营建议,
BQ0576,商品域,店长,advice,hard,最近30天上新该考虑哪些项目,商品经营建议,
BQ0577,商品域,店长,advice,hard,头皮舒缓养护卖不动，建议怎么办,商品经营建议,
BQ0578,商品域,店长,advice,hard,该不该给精华导入护理调价,商品经营建议,
BQ0579,商品域,店长,advice,hard,设计一个划算的抗衰管理 6 次卡组合,商品经营建议,
BQ0580,商品域,店长,advice,hard,去年同期上新该考虑哪些项目,商品经营建议,
BQ0581,商品域,店长,advice,hard,胶原焕活提拉卖不动，建议怎么办,商品经营建议,
BQ0582,商品域,店长,advice,hard,该不该给痘肌净颜舒缓护理调价,商品经营建议,
BQ0583,商品域,店长,advice,hard,设计一个划算的补水护理 10 次卡组合,商品经营建议,
BQ0584,商品域,店长,advice,hard,五一假期上新该考虑哪些项目,商品经营建议,
BQ0585,商品域,店长,advice,hard,水氧清洁焕肤卖不动，建议怎么办,商品经营建议,
BQ0586,商品域,店长,advice,hard,该不该给全身精油 SPA调价,商品经营建议,
BQ0587,商品域,店长,advice,hard,设计一个划算的综合养护 20 次卡组合,商品经营建议,
BQ0588,商品域,店长,advice,hard,开业至今上新该考虑哪些项目,商品经营建议,
BQ0589,商品域,店长,advice,hard,背部净透护理卖不动，建议怎么办,商品经营建议,
BQ0590,商品域,店长,advice,hard,该不该给晒后舒缓修护调价,商品经营建议,
BQ0591,商品域,店长,action,medium,"新建一个项目""水氧清洁焕肤升级版""",projects/* API,写操作
BQ0592,商品域,店长,action,medium,把全身精油 SPA设为推荐,projects/* API,写操作
BQ0593,商品域,店长,action,medium,给深层补水护理调价到310元,projects/* API,写操作
BQ0594,商品域,店长,action,medium,下架小气泡清洁护理,projects/* API,写操作
BQ0595,商品域,店长,action,medium,配置敏感肌舒缓修护的耗材BOM,projects/* API,写操作
BQ0596,商品域,店长,action,medium,把补水护理 10 次卡的有效期改一下,projects/* API,写操作
BQ0597,商品域,店长,action,medium,"新建一个项目""背部净透护理升级版""",projects/* API,写操作
BQ0598,商品域,店长,action,medium,把晒后舒缓修护设为推荐,projects/* API,写操作
BQ0599,商品域,店长,action,medium,给洗面护理调价到347元,projects/* API,写操作
BQ0600,商品域,店长,action,medium,下架精华导入护理,projects/* API,写操作
BQ0601,商品域,店长,action,medium,配置手部细嫩护理的耗材BOM,projects/* API,写操作
BQ0602,商品域,店长,action,medium,把综合养护 20 次卡的有效期改一下,projects/* API,写操作
BQ0603,商品域,店长,action,medium,"新建一个项目""敏感肌舒缓修护升级版""",projects/* API,写操作
BQ0604,商品域,店长,action,medium,把亮肤淡斑管理设为推荐,projects/* API,写操作
BQ0605,商品域,店长,action,medium,给肩颈舒压养护调价到384元,projects/* API,写操作
BQ0606,商品域,店长,action,medium,下架痘肌净颜舒缓护理,projects/* API,写操作
BQ0607,商品域,店长,action,medium,配置季节屏障养护的耗材BOM,projects/* API,写操作
BQ0608,商品域,店长,action,medium,把敏感修护 8 次卡的有效期改一下,projects/* API,写操作
BQ0609,商品域,店长,action,medium,"新建一个项目""手部细嫩护理升级版""",projects/* API,写操作
BQ0610,商品域,店长,action,medium,把射频紧致提升护理设为推荐,projects/* API,写操作
BQ0611,商品域,店长,risk,medium,全身精油 SPA是不是卖不动了,商品风险巡检,风险提示
BQ0612,商品域,店长,risk,medium,哪些抗衰管理 6 次卡快过期核销不完有损失风险,商品风险巡检,风险提示
BQ0613,商品域,店长,risk,medium,有哪些项目毛利过低,商品风险巡检,风险提示
BQ0614,商品域,店长,risk,medium,紧致抗衰护理的库存耗材跟得上销量吗,商品风险巡检,风险提示
BQ0615,商品域,店长,risk,medium,哪些项目定价可能偏离市场,商品风险巡检,风险提示
BQ0616,商品域,店长,risk,medium,有没有项目长期零销量,商品风险巡检,风险提示
BQ0617,商品域,店长,risk,medium,晒后舒缓修护是不是卖不动了,商品风险巡检,风险提示
BQ0618,商品域,店长,risk,medium,哪些补水护理 10 次卡快过期核销不完有损失风险,商品风险巡检,风险提示
BQ0619,商品域,店长,risk,medium,头皮舒缓养护的库存耗材跟得上销量吗,商品风险巡检,风险提示
BQ0620,商品域,店长,risk,medium,亮肤淡斑管理是不是卖不动了,商品风险巡检,风险提示
BQ0621,交易域,财务,query_single,easy,最近三个月一共有多少笔订单,ProductOrder/PaymentRecord 表,
BQ0622,交易域,财务,query_single,easy,最近三个月的营业额是多少,ProductOrder/PaymentRecord 表,
BQ0623,交易域,财务,query_single,easy,最近三个月开了多少张卡,ProductOrder/PaymentRecord 表,
BQ0624,交易域,财务,query_single,easy,王心怡最近三个月买了什么,ProductOrder/PaymentRecord 表,
BQ0625,交易域,财务,query_single,easy,最近三个月退款有几笔,ProductOrder/PaymentRecord 表,
BQ0626,交易域,财务,query_single,easy,最近三个月充值总额是多少,ProductOrder/PaymentRecord 表,
BQ0627,交易域,财务,query_single,easy,最近三个月的实收流水,ProductOrder/PaymentRecord 表,
BQ0628,交易域,财务,query_single,easy,最近三个月的储值消费金额,ProductOrder/PaymentRecord 表,
BQ0629,交易域,财务,query_single,easy,最近三个月产品订单有多少,ProductOrder/PaymentRecord 表,
BQ0630,交易域,财务,query_single,easy,最近三个月项目订单金额,ProductOrder/PaymentRecord 表,
BQ0631,交易域,财务,query_single,easy,这个季度一共有多少笔订单,ProductOrder/PaymentRecord 表,
BQ0632,交易域,财务,query_single,easy,这个季度的营业额是多少,ProductOrder/PaymentRecord 表,
BQ0633,交易域,财务,query_single,easy,这个季度开了多少张卡,ProductOrder/PaymentRecord 表,
BQ0634,交易域,财务,query_single,easy,孙雅婷这个季度买了什么,ProductOrder/PaymentRecord 表,
BQ0635,交易域,财务,query_single,easy,这个季度退款有几笔,ProductOrder/PaymentRecord 表,
BQ0636,交易域,财务,query_single,easy,这个季度充值总额是多少,ProductOrder/PaymentRecord 表,
BQ0637,交易域,财务,query_single,easy,这个季度的实收流水,ProductOrder/PaymentRecord 表,
BQ0638,交易域,财务,query_single,easy,这个季度的储值消费金额,ProductOrder/PaymentRecord 表,
BQ0639,交易域,财务,query_single,easy,这个季度产品订单有多少,ProductOrder/PaymentRecord 表,
BQ0640,交易域,财务,query_single,easy,这个季度项目订单金额,ProductOrder/PaymentRecord 表,
BQ0641,交易域,财务,query_single,easy,双十一期间一共有多少笔订单,ProductOrder/PaymentRecord 表,
BQ0642,交易域,财务,query_single,easy,双十一期间的营业额是多少,ProductOrder/PaymentRecord 表,
BQ0643,交易域,财务,query_single,easy,双十一期间开了多少张卡,ProductOrder/PaymentRecord 表,
BQ0644,交易域,财务,query_single,easy,马语嫣双十一期间买了什么,ProductOrder/PaymentRecord 表,
BQ0645,交易域,财务,query_single,easy,双十一期间退款有几笔,ProductOrder/PaymentRecord 表,
BQ0646,交易域,财务,query_single,easy,双十一期间充值总额是多少,ProductOrder/PaymentRecord 表,
BQ0647,交易域,财务,query_single,easy,双十一期间的实收流水,ProductOrder/PaymentRecord 表,
BQ0648,交易域,财务,query_single,easy,双十一期间的储值消费金额,ProductOrder/PaymentRecord 表,
BQ0649,交易域,财务,query_single,easy,双十一期间产品订单有多少,ProductOrder/PaymentRecord 表,
BQ0650,交易域,财务,query_single,easy,双十一期间项目订单金额,ProductOrder/PaymentRecord 表,
BQ0651,交易域,财务,query_single,easy,最近14天一共有多少笔订单,ProductOrder/PaymentRecord 表,
BQ0652,交易域,财务,query_single,easy,最近14天的营业额是多少,ProductOrder/PaymentRecord 表,
BQ0653,交易域,财务,query_single,easy,最近14天开了多少张卡,ProductOrder/PaymentRecord 表,
BQ0654,交易域,财务,query_single,easy,刘雨薇最近14天买了什么,ProductOrder/PaymentRecord 表,
BQ0655,交易域,财务,query_single,easy,最近14天退款有几笔,ProductOrder/PaymentRecord 表,
BQ0656,交易域,财务,query_single,easy,最近14天充值总额是多少,ProductOrder/PaymentRecord 表,
BQ0657,交易域,财务,query_single,easy,最近14天的实收流水,ProductOrder/PaymentRecord 表,
BQ0658,交易域,财务,query_single,easy,最近14天的储值消费金额,ProductOrder/PaymentRecord 表,
BQ0659,交易域,财务,query_single,easy,最近14天产品订单有多少,ProductOrder/PaymentRecord 表,
BQ0660,交易域,财务,query_single,easy,最近14天项目订单金额,ProductOrder/PaymentRecord 表,
BQ0661,交易域,财务,query_cross,medium,最近三个月各支付方式的金额分别多少,ProductOrder×OrderItem×Customer,跨表
BQ0662,交易域,财务,query_cross,medium,最近三个月哪个客户消费最多,ProductOrder×OrderItem×Customer,跨表
BQ0663,交易域,财务,query_cross,medium,最近三个月项目订单和产品订单各占多少,ProductOrder×OrderItem×Customer,跨表
BQ0664,交易域,财务,query_cross,medium,最近三个月用了优惠的订单有多少,ProductOrder×OrderItem×Customer,跨表
BQ0665,交易域,财务,query_cross,medium,周语嫣的全部消费记录,ProductOrder×OrderItem×Customer,跨表
BQ0666,交易域,财务,query_cross,medium,最近三个月哪些订单有大额退款,ProductOrder×OrderItem×Customer,跨表
BQ0667,交易域,财务,query_cross,medium,最近三个月的客单价是多少,ProductOrder×OrderItem×Customer,跨表
BQ0668,交易域,财务,query_cross,medium,最近三个月开卡订单里赠送次数最多的,ProductOrder×OrderItem×Customer,跨表
BQ0669,交易域,财务,query_cross,medium,最近三个月连带销售的订单比例,ProductOrder×OrderItem×Customer,跨表
BQ0670,交易域,财务,query_cross,medium,王晓雯最近三个月的消费明细,ProductOrder×OrderItem×Customer,跨表
BQ0671,交易域,财务,query_cross,medium,最近三个月各品类销售额,ProductOrder×OrderItem×Customer,跨表
BQ0672,交易域,财务,query_cross,medium,这个季度各支付方式的金额分别多少,ProductOrder×OrderItem×Customer,跨表
BQ0673,交易域,财务,query_cross,medium,这个季度哪个客户消费最多,ProductOrder×OrderItem×Customer,跨表
BQ0674,交易域,财务,query_cross,medium,这个季度项目订单和产品订单各占多少,ProductOrder×OrderItem×Customer,跨表
BQ0675,交易域,财务,query_cross,medium,这个季度用了优惠的订单有多少,ProductOrder×OrderItem×Customer,跨表
BQ0676,交易域,财务,query_cross,medium,马佳慧的全部消费记录,ProductOrder×OrderItem×Customer,跨表
BQ0677,交易域,财务,query_cross,medium,这个季度哪些订单有大额退款,ProductOrder×OrderItem×Customer,跨表
BQ0678,交易域,财务,query_cross,medium,这个季度的客单价是多少,ProductOrder×OrderItem×Customer,跨表
BQ0679,交易域,财务,query_cross,medium,这个季度开卡订单里赠送次数最多的,ProductOrder×OrderItem×Customer,跨表
BQ0680,交易域,财务,query_cross,medium,这个季度连带销售的订单比例,ProductOrder×OrderItem×Customer,跨表
BQ0681,交易域,财务,query_cross,medium,吴思琪这个季度的消费明细,ProductOrder×OrderItem×Customer,跨表
BQ0682,交易域,财务,query_cross,medium,这个季度各品类销售额,ProductOrder×OrderItem×Customer,跨表
BQ0683,交易域,财务,query_cross,medium,双十一期间各支付方式的金额分别多少,ProductOrder×OrderItem×Customer,跨表
