id,role,section,question,previousClass,auditClass,priority,capabilityKey,capabilityLabel,reason,recommendedView,permission,currentSemanticMetricKeys,currentSemanticViews,currentSemanticConfidence,pages,backend,models,developmentFacts
manager-095,一、店长经营 Agent,风险预警,有没有项目成本明显上涨影响毛利的,admin_supported_ask_not_open,existing_facts_new_view,P1,product_project_margin,商品与项目经营毛利,订单明细、商品成本、项目销售和 BOM 成本均存在，但当前利润视图只有已确认月结总额，缺少商品/项目粒度的治理口径。,ask_data_item_margin_view,core:operation-profit:view,project_sales,agent_v3_project_service_sales_view,0.98,src/app/pages/finance/ProfitWorkbench.tsx|src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,OrderItem|Product|ProjectBomItem|StockMovement,"{""ProductOrder"":670,""Product"":46,""ProjectBomItem"":81,""StockMovement"":570}"
marketing-001,二、营销增长 Agent,客群识别与分析,我想做个召回活动，哪些客户最值得联系,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
marketing-002,二、营销增长 Agent,客群识别与分析,帮我找一下45天没来的客户，大概有多少人,admin_supported_ask_not_open,existing_ask_direct,P0,customer_behavior,客户行为与复购事实,已扩展脱敏客户档案视图，开放来源、年龄段、生日窗口、到店复购、次卡使用和生命周期摘要；不开放手机号、精确生日、健康信息或证据 JSON。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.97,src/app/pages/CustomerData.tsx,packages/server-v2/src/customers/customers.controller.ts|packages/server-v2/src/customers/customers.service.ts,Customer|ProductOrder|Reservation|CustomerLifecycleSnapshot,"{""Customer"":1253,""CustomerBirthday"":1240,""CustomerSource"":1253,""CustomerVisitFacts"":1055,""ProductOrder"":670,""Reservation"":384}"
marketing-003,二、营销增长 Agent,客群识别与分析,哪些客户买了次卡但最近一直不来用,admin_supported_ask_not_open,existing_ask_direct,P0,customer_behavior,客户行为与复购事实,已扩展脱敏客户档案视图，开放来源、年龄段、生日窗口、到店复购、次卡使用和生命周期摘要；不开放手机号、精确生日、健康信息或证据 JSON。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.98,src/app/pages/CustomerData.tsx,packages/server-v2/src/customers/customers.controller.ts|packages/server-v2/src/customers/customers.service.ts,Customer|ProductOrder|Reservation|CustomerLifecycleSnapshot,"{""Customer"":1253,""CustomerBirthday"":1240,""CustomerSource"":1253,""CustomerVisitFacts"":1055,""ProductOrder"":670,""Reservation"":384}"
marketing-004,二、营销增长 Agent,客群识别与分析,有没有之前消费很多但突然消失的客户,admin_supported_ask_not_open,existing_ask_direct,P0,high_value_inactive_customer,高价值沉睡客户,使用高 LTV 档位与 inactive/超期未到店联合筛选，不自行设定金额门槛。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
marketing-005,二、营销增长 Agent,客群识别与分析,新客中哪些人最有潜力转成长期客户,admin_supported_ask_not_open,existing_ask_direct,P0,customer_behavior,客户行为与复购事实,已扩展脱敏客户档案视图，开放来源、年龄段、生日窗口、到店复购、次卡使用和生命周期摘要；不开放手机号、精确生日、健康信息或证据 JSON。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.98,src/app/pages/CustomerData.tsx,packages/server-v2/src/customers/customers.controller.ts|packages/server-v2/src/customers/customers.service.ts,Customer|ProductOrder|Reservation|CustomerLifecycleSnapshot,"{""Customer"":1253,""CustomerBirthday"":1240,""CustomerSource"":1253,""CustomerVisitFacts"":1055,""ProductOrder"":670,""Reservation"":384}"
marketing-006,二、营销增长 Agent,客群识别与分析,帮我找一下对我们上次活动有响应的客户,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_marketing_attribution,客户级营销响应与归因,营销触达、客户、订单和归因事实存在，但当前 Ask 只开放汇总 ROI，缺少脱敏客户级响应视图。,ask_data_customer_marketing_response_view,core:marketing:analytics,,,0.35,src/app/pages/MarketingAnalytics.tsx,packages/server-v2/src/marketing/attribution/marketing-effect-fact.service.ts|packages/server-v2/src/marketing/marketing.controller.ts,MarketingEffectFact|MarketingAutomationTouch|MarketingAttribution|Customer,"{""MarketingEffectFact"":7693,""MarketingEffectCustomerLinked"":7693,""MarketingAutomationTouch"":12241}"
marketing-007,二、营销增长 Agent,客群识别与分析,哪些客户是只来一次就再没回来的,admin_supported_ask_not_open,existing_ask_direct,P0,customer_behavior,客户行为与复购事实,已扩展脱敏客户档案视图，开放来源、年龄段、生日窗口、到店复购、次卡使用和生命周期摘要；不开放手机号、精确生日、健康信息或证据 JSON。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.98,src/app/pages/CustomerData.tsx,packages/server-v2/src/customers/customers.controller.ts|packages/server-v2/src/customers/customers.service.ts,Customer|ProductOrder|Reservation|CustomerLifecycleSnapshot,"{""Customer"":1253,""CustomerBirthday"":1240,""CustomerSource"":1253,""CustomerVisitFacts"":1055,""ProductOrder"":670,""Reservation"":384}"
marketing-009,二、营销增长 Agent,客群识别与分析,帮我找下这个月快过生日的客户,admin_supported_ask_not_open,existing_ask_direct,P0,customer_behavior,客户行为与复购事实,已扩展脱敏客户档案视图，开放来源、年龄段、生日窗口、到店复购、次卡使用和生命周期摘要；不开放手机号、精确生日、健康信息或证据 JSON。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.98,src/app/pages/CustomerData.tsx,packages/server-v2/src/customers/customers.controller.ts|packages/server-v2/src/customers/customers.service.ts,Customer|ProductOrder|Reservation|CustomerLifecycleSnapshot,"{""Customer"":1253,""CustomerBirthday"":1240,""CustomerSource"":1253,""CustomerVisitFacts"":1055,""ProductOrder"":670,""Reservation"":384}"
marketing-010,二、营销增长 Agent,客群识别与分析,哪些客户最近消费明显减少,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_period_spend_trend,客户分期消费趋势,现有客户摘要只有累计消费，缺少当期与上期消费可比事实。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
marketing-011,二、营销增长 Agent,客群识别与分析,我想做个高端护理套餐推广，找哪些客户合适,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
marketing-012,二、营销增长 Agent,客群识别与分析,帮我把客户按消费金额分一下层,admin_supported_ask_not_open,existing_ask_direct,P0,customer_value_segmentation,客户价值分层,使用已治理的 LTV 档位统计客户分层，并披露不是临时自定义金额分箱。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
marketing-014,二、营销增长 Agent,客群识别与分析,有没有客户对优惠很敏感，老是等打折才来,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_marketing_attribution,客户级营销响应与归因,营销触达、客户、订单和归因事实存在，但当前 Ask 只开放汇总 ROI，缺少脱敏客户级响应视图。,ask_data_customer_marketing_response_view,core:marketing:analytics,,,0.35,src/app/pages/MarketingAnalytics.tsx,packages/server-v2/src/marketing/attribution/marketing-effect-fact.service.ts|packages/server-v2/src/marketing/marketing.controller.ts,MarketingEffectFact|MarketingAutomationTouch|MarketingAttribution|Customer,"{""MarketingEffectFact"":7693,""MarketingEffectCustomerLinked"":7693,""MarketingAutomationTouch"":12241}"
marketing-015,二、营销增长 Agent,客群识别与分析,哪些客户推荐过新人来，转介绍能力强,admin_supported_ask_not_open,backend_fact_incomplete,P1,staff_customer_attribution_missing,员工获客、复购、升单与客户归属,订单与服务可关联员工，但“归属客户、转介绍、升单归因、抢客”缺少稳定治理定义，不能仅凭备注或单次订单推断。,,core:beautician-performance:view,,,0.35,src/app/pages/operation-profit/BeauticianPerformance.tsx,packages/server-v2/src/orders/orders.service.ts,OrderItem|ServiceTask|Beautician|Customer,"{""Beautician"":14,""ProductOrder"":670,""ServiceTask"":237}"
marketing-016,二、营销增长 Agent,客群识别与分析,帮我找一下只做过基础项目没有升单的客户,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
marketing-017,二、营销增长 Agent,客群识别与分析,有没有客户用过会员权益但感觉不是很满意,admin_supported_ask_not_open,existing_ask_direct,P0,existing_card_query,次卡资产,当前独立语义合同已能命中现有治理视图；只需纳入真实泛化回归，不需要新增底层事实。,agent_v3_card_asset_view,core:order:member-cards,card_assets,agent_v3_card_asset_view,0.95,,packages/server-v2/src/ask-data-free-sql/ask-data-free-sql.catalog.ts,,{}
marketing-018,二、营销增长 Agent,客群识别与分析,最近哪个时间段新客最多，从哪些渠道来,admin_supported_ask_not_open,existing_ask_direct,P0,customer_behavior,客户行为与复购事实,已扩展脱敏客户档案视图，开放来源、年龄段、生日窗口、到店复购、次卡使用和生命周期摘要；不开放手机号、精确生日、健康信息或证据 JSON。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.98,src/app/pages/CustomerData.tsx,packages/server-v2/src/customers/customers.controller.ts|packages/server-v2/src/customers/customers.service.ts,Customer|ProductOrder|Reservation|CustomerLifecycleSnapshot,"{""Customer"":1253,""CustomerBirthday"":1240,""CustomerSource"":1253,""CustomerVisitFacts"":1055,""ProductOrder"":670,""Reservation"":384}"
marketing-019,二、营销增长 Agent,客群识别与分析,帮我找一下办了卡但还没预约的新客,admin_supported_ask_not_open,existing_ask_direct,P0,customer_behavior,客户行为与复购事实,已扩展脱敏客户档案视图，开放来源、年龄段、生日窗口、到店复购、次卡使用和生命周期摘要；不开放手机号、精确生日、健康信息或证据 JSON。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.98,src/app/pages/CustomerData.tsx,packages/server-v2/src/customers/customers.controller.ts|packages/server-v2/src/customers/customers.service.ts,Customer|ProductOrder|Reservation|CustomerLifecycleSnapshot,"{""Customer"":1253,""CustomerBirthday"":1240,""CustomerSource"":1253,""CustomerVisitFacts"":1055,""ProductOrder"":670,""Reservation"":384}"
marketing-030,二、营销增长 Agent,活动策划,帮我设计一个新客专属的欢迎礼包,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.97,,,,{}
marketing-036,二、营销增长 Agent,活动策划,有没有不用打折也能吸引客户来的方法,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
marketing-063,二、营销增长 Agent,权益与投入产出,这个月活动花了多少钱，带来了多少收入,admin_supported_ask_not_open,existing_ask_direct,P0,marketing_roi_metric,营销投入与归因收入,同时返回营销成本与归因净收入，并强制披露 estimated 成本口径。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_marketing_roi_view,core:marketing:analytics,marketing_roi,ask_data_marketing_roi_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
marketing-064,二、营销增长 Agent,权益与投入产出,哪种权益对客户吸引力最大,admin_supported_ask_not_open,existing_ask_direct,P0,promotion_attractiveness_metric,权益吸引力,默认以促销/权益带来的转化率排名，并披露该代理口径。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_marketing_roi_view,core:marketing:analytics,marketing_roi,ask_data_marketing_roi_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
marketing-065,二、营销增长 Agent,权益与投入产出,帮我算一下如果打八折，毛利还剩多少,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
marketing-067,二、营销增长 Agent,权益与投入产出,送赠品和打折哪种方式效果更好,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
marketing-068,二、营销增长 Agent,权益与投入产出,我们的优惠券平均核销周期是多久,admin_supported_ask_not_open,backend_fact_incomplete,P1,promotion_redemption_events,优惠发放与核销事件闭环,Promotion 有配置与累计计数，但开发门店当前 usedCount 合计为 0，且缺少逐次发放、核销、审批与授权事件，不能证明周期和滥用。,agent_v3_promotion_offer_view,core:marketing:view,promotion_offer,agent_v3_promotion_offer_view,0.96,src/app/pages/PromotionManagement.tsx,packages/server-v2/src/marketing/marketing.controller.ts,Promotion|ProductOrder,"{""Promotion"":30,""PromotionUsed"":0}"
marketing-069,二、营销增长 Agent,权益与投入产出,这个月进店的客人里有多少是被活动吸引来的,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_marketing_attribution,客户级营销响应与归因,营销触达、客户、订单和归因事实存在，但当前 Ask 只开放汇总 ROI，缺少脱敏客户级响应视图。,ask_data_customer_marketing_response_view,core:marketing:analytics,,,0.35,src/app/pages/MarketingAnalytics.tsx,packages/server-v2/src/marketing/attribution/marketing-effect-fact.service.ts|packages/server-v2/src/marketing/marketing.controller.ts,MarketingEffectFact|MarketingAutomationTouch|MarketingAttribution|Customer,"{""MarketingEffectFact"":7693,""MarketingEffectCustomerLinked"":7693,""MarketingAutomationTouch"":12241}"
marketing-072,二、营销增长 Agent,权益与投入产出,最近一次活动有没有带来持续复购的客户,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_marketing_attribution,客户级营销响应与归因,营销触达、客户、订单和归因事实存在，但当前 Ask 只开放汇总 ROI，缺少脱敏客户级响应视图。,ask_data_customer_marketing_response_view,core:marketing:analytics,,,0.35,src/app/pages/MarketingAnalytics.tsx,packages/server-v2/src/marketing/attribution/marketing-effect-fact.service.ts|packages/server-v2/src/marketing/marketing.controller.ts,MarketingEffectFact|MarketingAutomationTouch|MarketingAttribution|Customer,"{""MarketingEffectFact"":7693,""MarketingEffectCustomerLinked"":7693,""MarketingAutomationTouch"":12241}"
marketing-074,二、营销增长 Agent,权益与投入产出,哪个渠道带来的客户质量最好,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_marketing_attribution,客户级营销响应与归因,营销触达、客户、订单和归因事实存在，但当前 Ask 只开放汇总 ROI，缺少脱敏客户级响应视图。,ask_data_customer_marketing_response_view,core:marketing:analytics,,,0.35,src/app/pages/MarketingAnalytics.tsx,packages/server-v2/src/marketing/attribution/marketing-effect-fact.service.ts|packages/server-v2/src/marketing/marketing.controller.ts,MarketingEffectFact|MarketingAutomationTouch|MarketingAttribution|Customer,"{""MarketingEffectFact"":7693,""MarketingEffectCustomerLinked"":7693,""MarketingAutomationTouch"":12241}"
marketing-077,二、营销增长 Agent,权益与投入产出,免费次卡换来的客户和付费客户的消费行为有什么差异,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_marketing_attribution,客户级营销响应与归因,营销触达、客户、订单和归因事实存在，但当前 Ask 只开放汇总 ROI，缺少脱敏客户级响应视图。,ask_data_customer_marketing_response_view,core:marketing:analytics,,,0.35,src/app/pages/MarketingAnalytics.tsx,packages/server-v2/src/marketing/attribution/marketing-effect-fact.service.ts|packages/server-v2/src/marketing/marketing.controller.ts,MarketingEffectFact|MarketingAutomationTouch|MarketingAttribution|Customer,"{""MarketingEffectFact"":7693,""MarketingEffectCustomerLinked"":7693,""MarketingAutomationTouch"":12241}"
marketing-078,二、营销增长 Agent,权益与投入产出,这个月发了多少优惠，有没有被滥用的情况,admin_supported_ask_not_open,backend_fact_incomplete,P1,promotion_redemption_events,优惠发放与核销事件闭环,Promotion 有配置与累计计数，但开发门店当前 usedCount 合计为 0，且缺少逐次发放、核销、审批与授权事件，不能证明周期和滥用。,,core:marketing:view,,,0.35,src/app/pages/PromotionManagement.tsx,packages/server-v2/src/marketing/marketing.controller.ts,Promotion|ProductOrder,"{""Promotion"":30,""PromotionUsed"":0}"
marketing-080,二、营销增长 Agent,权益与投入产出,帮我评估一下现在的会员体系有没有问题,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
marketing-099,二、营销增长 Agent,自动化与触达规则,我想在特定节日前三天自动准备活动方案,admin_supported_ask_not_open,readonly_action,boundary,readonly_action,只读边界之外的操作,管理端可能存在操作入口，但 Ami Ask 的产品边界是只读查询；该题不得通过自由 SQL 执行副作用。,,,,,0.35,,,,{}
marketing-100,二、营销增长 Agent,自动化与触达规则,帮我检查一下现在有哪些自动化规则在运行，效果怎么样,admin_supported_ask_not_open,existing_ask_direct,P0,marketing_automation_effectiveness,自动化规则运行效果,当前只回答运行状态、任务量、完成量和完成率，不冒充归因 ROI。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_marketing_automation_view,core:marketing:view,marketing_automation,agent_v3_marketing_automation_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-001,三、前台接待 Agent,客户查询,帮我查一下张雯，她上次来是什么时候,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
frontdesk-010,三、前台接待 Agent,客户查询,她上次来有没有表达过什么不满,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
frontdesk-013,三、前台接待 Agent,客户查询,有个客人刚进门，叫王芳，帮我快速看一下她的情况,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
frontdesk-015,三、前台接待 Agent,客户查询,她喜欢什么时间来，有没有固定的习惯,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
frontdesk-018,三、前台接待 Agent,客户查询,她有没有给我们推荐过新客户,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,ask_data_customer_profile_summary_view,core:customer:view,customer_profile,ask_data_customer_profile_summary_view,0.97,,,,{}
frontdesk-021,三、前台接待 Agent,客户查询,她有没有参加过我们的活动,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
frontdesk-023,三、前台接待 Agent,客户查询,帮我看一下今天所有到店客人的基本信息,admin_supported_ask_not_open,existing_facts_new_metric,P0,arrived_customer_list,当日到店客户列表,使用 checked_in/completed 预约和脱敏客户信息返回当日到店列表。,agent_v3_reservation_view,core:store:reservations,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-024,三、前台接待 Agent,客户查询,有个客人说她家人也来过，帮我找一下,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
frontdesk-027,三、前台接待 Agent,预约管理,现在几点了，下一个预约是谁，什么时候,admin_supported_ask_not_open,existing_ask_direct,P0,next_reservation_metric,下一个预约,按当日当前时间后的开始时间升序返回第一条非取消预约。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_reservation_view,core:store:reservations,reservation_metrics,agent_v3_reservation_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-028,三、前台接待 Agent,预约管理,今天所有的预约给我列一下,admin_supported_ask_not_open,existing_facts_new_metric,P0,reservation_detail_list,预约明细,返回当日全部预约的脱敏明细。,agent_v3_reservation_view,core:store:reservations,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-032,三、前台接待 Agent,预约管理,今天有没有可能爽约的预约需要提前联系,admin_supported_ask_not_open,backend_fact_incomplete,P1,live_store_presence,实时在店、等待与现场状态,预约、排班和服务任务存在，但当前门店的状态事件与等待事件均为 0，无法证明可靠的实时在店、等待、通知或爽约事实。,,core:store:reservations,,,0.35,src/app/pages/ProjectReservation.tsx,packages/server-v2/src/reservations/reservations.controller.ts|packages/server-v2/src/reservations/customer-waiting.controller.ts,Reservation|ReservationStatusEvent|CustomerWaitingEpisode|ServiceTask,"{""Reservation"":384,""ReservationStatusEvent"":0,""CustomerWaitingEpisode"":0,""ServiceTask"":237}"
frontdesk-037,三、前台接待 Agent,预约管理,今天有没有超时的预约影响到下一个,admin_supported_ask_not_open,existing_ask_direct,P0,existing_reservation_query,预约,当前独立语义合同已能命中现有治理视图；只需纳入真实泛化回归，不需要新增底层事实。,agent_v3_reservation_view,core:store:reservations,reservation_metrics,agent_v3_reservation_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-free-sql.catalog.ts,,{}
frontdesk-038,三、前台接待 Agent,预约管理,帮我确认一下明天所有预约都通知到位了吗,admin_supported_ask_not_open,backend_fact_incomplete,P1,live_store_presence,实时在店、等待与现场状态,预约、排班和服务任务存在，但当前门店的状态事件与等待事件均为 0，无法证明可靠的实时在店、等待、通知或爽约事实。,,core:store:reservations,,,0.35,src/app/pages/ProjectReservation.tsx,packages/server-v2/src/reservations/reservations.controller.ts|packages/server-v2/src/reservations/customer-waiting.controller.ts,Reservation|ReservationStatusEvent|CustomerWaitingEpisode|ServiceTask,"{""Reservation"":384,""ReservationStatusEvent"":0,""CustomerWaitingEpisode"":0,""ServiceTask"":237}"
frontdesk-039,三、前台接待 Agent,预约管理,今天有预约的客人里有没有 VIP 需要特别准备,admin_supported_ask_not_open,existing_facts_new_view,P1,reservation_customer_value_snapshot,预约客户价值联合事实,需要将当日预约与客户会员等级/LTV 安全关联，现有视图不允许直接 JOIN。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-041,三、前台接待 Agent,预约管理,今天有没有需要特别准备物品的预约,admin_supported_ask_not_open,existing_ask_direct,P0,existing_reservation_query,预约,当前独立语义合同已能命中现有治理视图；只需纳入真实泛化回归，不需要新增底层事实。,agent_v3_reservation_view,core:store:reservations,reservation_metrics,agent_v3_reservation_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-free-sql.catalog.ts,,{}
frontdesk-043,三、前台接待 Agent,预约管理,有客人说她下午有预约但我找不到记录,admin_supported_ask_not_open,sensitive_or_context,boundary,clarification_required,需补充关键查询槽位,需要客户 ID、更完整姓名或预约时间才能核查指定预约。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-045,三、前台接待 Agent,预约管理,帮我统计一下今天的到店率，爽约了几个,admin_supported_ask_not_open,backend_fact_incomplete,P1,reservation_arrival_event,到店与爽约事件,开发门店 ReservationStatusEvent 为 0，并无稳定 no_show 事件闭环，不能用 cancelled 冒充爽约。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-046,三、前台接待 Agent,预约管理,有没有预约超过两小时没有确认的,admin_supported_ask_not_open,backend_fact_incomplete,P1,live_store_presence,实时在店、等待与现场状态,预约、排班和服务任务存在，但当前门店的状态事件与等待事件均为 0，无法证明可靠的实时在店、等待、通知或爽约事实。,,core:store:reservations,,,0.35,src/app/pages/ProjectReservation.tsx,packages/server-v2/src/reservations/reservations.controller.ts|packages/server-v2/src/reservations/customer-waiting.controller.ts,Reservation|ReservationStatusEvent|CustomerWaitingEpisode|ServiceTask,"{""Reservation"":384,""ReservationStatusEvent"":0,""CustomerWaitingEpisode"":0,""ServiceTask"":237}"
frontdesk-050,三、前台接待 Agent,预约管理,帮我看一下这个月预约最多的是哪几天,admin_supported_ask_not_open,existing_ask_direct,P0,reservation_peak_date,预约高峰日期,按日聚合预约数并降序返回月内预约最多的日期。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_reservation_view,core:store:reservations,reservation_metrics,agent_v3_reservation_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-061,三、前台接待 Agent,收银与核销,帮我查一下今天收了多少现金,admin_supported_ask_not_open,existing_ask_direct,P0,cash_receipt_metric,现金收款,按现金支付方式筛选并汇总实收。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_payment_refund_view,core:finance:view,payment_flow,agent_v3_payment_refund_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-063,三、前台接待 Agent,收银与核销,今天有几笔是用储值卡消费的,admin_supported_ask_not_open,existing_ask_direct,P0,stored_value_payment_metric,储值消费支付,按数据库已治理的储值支付方式统计笔数和金额。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_payment_refund_view,core:finance:view,payment_flow,agent_v3_payment_refund_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-065,三、前台接待 Agent,收银与核销,帮我查一下上周某天的收款记录,admin_supported_ask_not_open,sensitive_or_context,boundary,clarification_required,需补充关键查询槽位,“上周某天”没有指定具体日期，缺失会改变收款明细。,agent_v3_payment_refund_view,,payment_flow,agent_v3_payment_refund_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-066,三、前台接待 Agent,收银与核销,有个客人说她付了款但没有记录，帮我核查,admin_supported_ask_not_open,sensitive_or_context,boundary,clarification_required,需补充关键查询槽位,需要客户、订单或支付时间才能核查指定付款。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-072,三、前台接待 Agent,收银与核销,她买产品还是做项目，分别怎么结算,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
